"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","type","filename","CRQA"
"54",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6d_Conversation.csv","Surrogate"
"55",0.0221507786745564,55.016447368421,279,6,2.39784946236559,0.827189124110539,0.513961500297644,85.1151315789474,4.25925925925926,"Resp","Study2_SurrogateGroup9&6c_TurnTaking.csv","Surrogate"
"56",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6c_TurnTaking.csv","Surrogate"
"57",0.156130200674032,54.1710418854276,1612,17,2.8802729528536,1.26848141513565,0.468411336916637,70.5518609263796,3.1876647337902,"Resp","Study2_SurrogateGroup9&6c_Synchronous.csv","Surrogate"
"58",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6c_Synchronous.csv","Surrogate"
"59",0.0110389571355108,70.2970297029703,162,6,2.62962962962963,1.06324481870591,0.66063114985148,84.8184818481848,3.9236641221374,"Resp","Study2_SurrogateGroup9&6c_Conversation.csv","Surrogate"
"60",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6c_Conversation.csv","Surrogate"
"61",0.00151193637334555,44.578313253012,13,4,2.84615384615385,1.05790542470367,0.962947015626608,85.5421686746988,3.94444444444444,"Resp","Study2_SurrogateGroup9&6b_TurnTaking.csv","Surrogate"
"62",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6b_TurnTaking.csv","Surrogate"
"63",0.0614246921797732,33.0664294187426,447,6,2.49440715883669,0.94058432712169,0.584417901339952,80.3084223013049,3.33087330873309,"Resp","Study2_SurrogateGroup9&6b_Synchronous.csv","Surrogate"
"64",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6b_Synchronous.csv","Surrogate"
"65",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&6b_Conversation.csv","Surrogate"
"66",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6b_Conversation.csv","Surrogate"
"67",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&6a_TurnTaking.csv","Surrogate"
"68",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6a_TurnTaking.csv","Surrogate"
"69",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&6a_Synchronous.csv","Surrogate"
"70",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6a_Synchronous.csv","Surrogate"
"71",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&6a_Conversation.csv","Surrogate"
"72",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&6a_Conversation.csv","Surrogate"
"73",0.00187625839101917,52.4271844660194,23,4,2.34782608695652,0.669893221613707,0.609763087964221,98.0582524271845,4.20833333333333,"Resp","Study2_SurrogateGroup9&5d_TurnTaking.csv","Surrogate"
"74",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5d_TurnTaking.csv","Surrogate"
"75",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&5d_Synchronous.csv","Surrogate"
"76",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5d_Synchronous.csv","Surrogate"
"77",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&5d_Conversation.csv","Surrogate"
"78",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5d_Conversation.csv","Surrogate"
"79",0.496261236374129,74.8852916345483,7609,9,2.68116703903272,1.13233622621521,0.5445386193932,97.4525566200492,6.2778434618113,"Resp","Study2_SurrogateGroup9&5c_TurnTaking.csv","Surrogate"
"80",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5c_TurnTaking.csv","Surrogate"
"81",1.92185329153103,76.3494876922931,26176,17,3.07728453545232,1.43005452828813,0.515783144040524,95.8437200837891,5.30246460409019,"Resp","Study2_SurrogateGroup9&5c_Synchronous.csv","Surrogate"
"82",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5c_Synchronous.csv","Surrogate"
"83",0.965271185826271,66.6012455180223,13451,16,2.62374544643521,1.07145850423144,0.417730861279785,95.7652387242876,5.53029642545772,"Resp","Study2_SurrogateGroup9&5c_Conversation.csv","Surrogate"
"84",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5c_Conversation.csv","Surrogate"
"85",0.248303671145459,91.7247450663928,3260,20,3.83527607361963,1.8301618617904,0.6215655595989,95.1874403932213,4.53037709497207,"Resp","Study2_SurrogateGroup9&5b_TurnTaking.csv","Surrogate"
"86",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5b_TurnTaking.csv","Surrogate"
"87",0.184711262960528,80.3254437869822,2646,13,3.07823129251701,1.43226125166902,0.576384328880611,93.6390532544379,3.85818772856562,"Resp","Study2_SurrogateGroup9&5b_Synchronous.csv","Surrogate"
"88",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5b_Synchronous.csv","Surrogate"
"89",0.329747858196398,85.7916252347807,4776,19,3.25167504187605,1.52305355503587,0.549325452714639,90.4706662247265,3.51362368590431,"Resp","Study2_SurrogateGroup9&5b_Conversation.csv","Surrogate"
"90",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5b_Conversation.csv","Surrogate"
"91",0.00653958021724158,42.6183844011142,66,5,2.31818181818182,0.66317945321055,0.478382854183157,64.066852367688,2.3469387755102,"Resp","Study2_SurrogateGroup9&5a_TurnTaking.csv","Surrogate"
"92",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5a_TurnTaking.csv","Surrogate"
"93",0.0132431053424363,37.0013755158184,90,8,2.98888888888889,1.28194705021281,0.658790464110153,46.767537826685,4,"Resp","Study2_SurrogateGroup9&5a_Synchronous.csv","Surrogate"
"94",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5a_Synchronous.csv","Surrogate"
"95",0.0317688799411401,74.2545871559633,516,7,2.50968992248062,0.957802432141327,0.534559715514705,89.105504587156,2.99421965317919,"Resp","Study2_SurrogateGroup9&5a_Conversation.csv","Surrogate"
"96",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&5a_Conversation.csv","Surrogate"
"97",0.000491834723859394,85.1851851851852,8,4,2.875,1.08219553003877,0.985056822321508,100,4.5,"Resp","Study2_SurrogateGroup9&10d_TurnTaking.csv","Surrogate"
"98",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10d_TurnTaking.csv","Surrogate"
"99",0.000710427934463569,79.4871794871795,8,6,3.875,1.32088834314932,0.952819531114783,97.4358974358974,4.75,"Resp","Study2_SurrogateGroup9&10d_Synchronous.csv","Surrogate"
"100",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10d_Synchronous.csv","Surrogate"
"101",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&10d_Conversation.csv","Surrogate"
"102",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10d_Conversation.csv","Surrogate"
"103",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&10c_TurnTaking.csv","Surrogate"
"104",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10c_TurnTaking.csv","Surrogate"
"105",0.212345088001073,90.7351805781934,3177,10,3.32924142272584,1.56698107963586,0.713163823033316,98.2414000171571,10.7732831608655,"Resp","Study2_SurrogateGroup9&10c_Synchronous.csv","Surrogate"
"106",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10c_Synchronous.csv","Surrogate"
"107",1.10156405263797,88.6823653922476,16760,13,3.19976133651551,1.50473825815001,0.653499522223261,99.2657758962826,11.8281773399015,"Resp","Study2_SurrogateGroup9&10c_Conversation.csv","Surrogate"
"108",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10c_Conversation.csv","Surrogate"
"109",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&10b_TurnTaking.csv","Surrogate"
"110",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10b_TurnTaking.csv","Surrogate"
"111",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&10b_Synchronous.csv","Surrogate"
"112",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10b_Synchronous.csv","Surrogate"
"113",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup9&10b_Conversation.csv","Surrogate"
"114",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10b_Conversation.csv","Surrogate"
"115",0.0121865714911828,68.1614349775785,188,6,2.42553191489362,0.861454852932529,0.535251994672893,91.1808669656203,3.7888198757764,"Resp","Study2_SurrogateGroup9&10a_TurnTaking.csv","Surrogate"
"116",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10a_TurnTaking.csv","Surrogate"
"117",0.78445816845485,73.1957087126138,10937,16,2.88205175093719,1.28336547850213,0.50034729721613,89.097622143786,3.90206447676192,"Resp","Study2_SurrogateGroup9&10a_Synchronous.csv","Surrogate"
"118",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10a_Synchronous.csv","Surrogate"
"119",0.0338637315427635,69.8224852071006,512,7,2.53515625,0.977313507240155,0.5454490538628,90.4249596557289,3.3959595959596,"Resp","Study2_SurrogateGroup9&10a_Conversation.csv","Surrogate"
"120",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup9&10a_Conversation.csv","Surrogate"
"121",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9d_TurnTaking.csv","Surrogate"
"122",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9d_TurnTaking.csv","Surrogate"
"123",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9d_Synchronous.csv","Surrogate"
"124",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9d_Synchronous.csv","Surrogate"
"125",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9d_Conversation.csv","Surrogate"
"126",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9d_Conversation.csv","Surrogate"
"127",0.000983669447718788,44.4444444444444,12,2,2,0,NA,55.5555555555556,2,"Resp","Study2_SurrogateGroup8&9c_TurnTaking.csv","Surrogate"
"128",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9c_TurnTaking.csv","Surrogate"
"129",0.169318657713817,86.8208714362561,2543,10,3.17341722375147,1.48986581589619,0.678067154019554,92.0710059171598,3.37726913970008,"Resp","Study2_SurrogateGroup8&9c_Synchronous.csv","Surrogate"
"130",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9c_Synchronous.csv","Surrogate"
"131",0.111263944197525,80.5337262606418,1831,8,2.68651010376843,1.12643825393971,0.578874751481495,88.8670595939751,3.09640616086708,"Resp","Study2_SurrogateGroup8&9c_Conversation.csv","Surrogate"
"132",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9c_Conversation.csv","Surrogate"
"133",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9b_TurnTaking.csv","Surrogate"
"134",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9b_TurnTaking.csv","Surrogate"
"135",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9b_Synchronous.csv","Surrogate"
"136",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9b_Synchronous.csv","Surrogate"
"137",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9b_Conversation.csv","Surrogate"
"138",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9b_Conversation.csv","Surrogate"
"139",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9a_TurnTaking.csv","Surrogate"
"140",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9a_TurnTaking.csv","Surrogate"
"141",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9a_Synchronous.csv","Surrogate"
"142",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9a_Synchronous.csv","Surrogate"
"143",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&9a_Conversation.csv","Surrogate"
"144",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&9a_Conversation.csv","Surrogate"
"145",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7d_TurnTaking.csv","Surrogate"
"146",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7d_TurnTaking.csv","Surrogate"
"147",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7d_Synchronous.csv","Surrogate"
"148",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7d_Synchronous.csv","Surrogate"
"149",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7d_Conversation.csv","Surrogate"
"150",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7d_Conversation.csv","Surrogate"
"151",0.0166130840059173,40.0219298245614,164,4,2.22560975609756,0.570704241148476,0.519477387095645,44.2982456140351,2.17204301075269,"Resp","Study2_SurrogateGroup8&7c_TurnTaking.csv","Surrogate"
"152",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7c_TurnTaking.csv","Surrogate"
"153",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7c_Synchronous.csv","Surrogate"
"154",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7c_Synchronous.csv","Surrogate"
"155",0.0921916865723109,76.0719225449516,1415,8,2.7208480565371,1.16184134738332,0.597068342516927,85.0622406639004,3.34758942457232,"Resp","Study2_SurrogateGroup8&7c_Conversation.csv","Surrogate"
"156",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7c_Conversation.csv","Surrogate"
"157",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7b_TurnTaking.csv","Surrogate"
"158",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7b_TurnTaking.csv","Surrogate"
"159",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7b_Synchronous.csv","Surrogate"
"160",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7b_Synchronous.csv","Surrogate"
"161",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7b_Conversation.csv","Surrogate"
"162",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7b_Conversation.csv","Surrogate"
"163",0.00734108865612355,95.2853598014888,110,7,3.49090909090909,1.56990842772623,0.876182576226371,99.5037220843672,6.91379310344828,"Resp","Study2_SurrogateGroup8&7a_TurnTaking.csv","Surrogate"
"164",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7a_TurnTaking.csv","Surrogate"
"165",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&7a_Synchronous.csv","Surrogate"
"166",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7a_Synchronous.csv","Surrogate"
"167",0.00703141494110097,87.5647668393782,114,5,2.96491228070175,1.19774050223797,0.863987141425286,99.7409326424871,7.7,"Resp","Study2_SurrogateGroup8&7a_Conversation.csv","Surrogate"
"168",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&7a_Conversation.csv","Surrogate"
"169",0.510724820475772,95.7770089524557,6251,21,4.29579267317229,1.99505462221554,0.677566978406302,97.9277383457574,5.54554635427186,"Resp","Study2_SurrogateGroup8&6d_TurnTaking.csv","Surrogate"
"170",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6d_TurnTaking.csv","Surrogate"
"171",0.0807519752173591,84.7958493119783,1003,15,3.74775672981057,1.79867034381137,0.681557889488364,95.0146627565982,4.85253456221198,"Resp","Study2_SurrogateGroup8&6d_Synchronous.csv","Surrogate"
"172",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6d_Synchronous.csv","Surrogate"
"173",31.6035870417216,98.3306492611212,249482,115,6.83802438652888,2.65871272350908,0.572456707724711,99.4048737525405,10.7790257256431,"Resp","Study2_SurrogateGroup8&6d_Conversation.csv","Surrogate"
"174",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6d_Conversation.csv","Surrogate"
"175",2.35954976356412,89.8989431101435,35093,31,3.31824010486422,1.57932792127389,0.49064580530644,93.9219183052706,4.10840199918952,"Resp","Study2_SurrogateGroup8&6c_TurnTaking.csv","Surrogate"
"176",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6c_TurnTaking.csv","Surrogate"
"177",0.158552942091562,84.4784007352941,2110,15,3.48483412322275,1.65294658870156,0.626339780554346,89.4071691176471,3.95226003047232,"Resp","Study2_SurrogateGroup8&6c_Synchronous.csv","Surrogate"
"178",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6c_Synchronous.csv","Surrogate"
"179",3.81791258421076,93.8107734147622,45080,70,4.36153504880213,2.02710509077708,0.513029626910702,96.4712056872942,6.22135384615385,"Resp","Study2_SurrogateGroup8&6c_Conversation.csv","Surrogate"
"180",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6c_Conversation.csv","Surrogate"
"181",0.77921193140035,93.4449223863849,10684,19,3.74129539498315,1.78866186811923,0.618834536849045,99.0438563680569,7.90724150802538,"Resp","Study2_SurrogateGroup8&6b_TurnTaking.csv","Surrogate"
"182",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6b_TurnTaking.csv","Surrogate"
"183",0.0230797998196242,92.1862667719021,305,8,3.82950819672131,1.74899993405585,0.898808166916103,97.1586424625099,5.69907407407407,"Resp","Study2_SurrogateGroup8&6b_Synchronous.csv","Surrogate"
"184",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6b_Synchronous.csv","Surrogate"
"185",11.4671083706809,97.9264627389183,101266,102,6.0874429719748,2.51161587889449,0.591177754899156,99.0880121492477,9.37383346107029,"Resp","Study2_SurrogateGroup8&6b_Conversation.csv","Surrogate"
"186",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6b_Conversation.csv","Surrogate"
"187",0,NA,0,0,0,NA,NA,NA,NA,"Resp","Study2_SurrogateGroup8&6a_TurnTaking.csv","Surrogate"
"188",0,NA,0,0,0,NA,NA,NA,NA,"HR","Study2_SurrogateGroup8&6a_TurnTaking.csv","Surrogate"
